City,EduID,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,,,,h_place_id,h_category,h_col,h_word,h_name,h_address,,
DIMAPUR,13060502401,2015-16,LORNA'S SCHOOL,DIMAPUR URBAN,DIMAPUR,WALFORD,Nagaland,797112,,,,ChIJG7Bl6-LhRTcRXMY43iHfRZc,A,Street Address,dimapur,Lorna's School,"D.M.C Toll Tax, NH-39, Walford Colony, Dimapur, Nagaland 797117, India",,
DIMAPUR,13060302702,2015-16,GMS VIDIMA,MEDZIPHEMA,CHUMUKEDIMA TOWN,VIDIMA,Nagaland,797103,,,,,,,,,,,
DIMAPUR,13060303802,2015-16,GMS MEDZIPHEMA TOWN ,MEDZIPHEMA,MEDZIPHEMA,MEDZIPHEMA TOWN,Nagaland,797106,,,,,,,,,,,
DIMAPUR,13060209302,2015-16,CENTRAL ACADEMY,KUSHIABILL,KHAGHABOTO,LOTOVI,Nagaland,797112,,,,ChIJ4w7AYJvhRTcRxyvU9vXIWho,B,Pincode,797112,El-Shaddai Academy,"Duncan Basti, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060203201,2015-16,GPS DIPHUPAR LOTHA,KUSHIABILL,DIPHUPAR SUMI,DIPHUPAR,Nagaland,797115,,,,,,,,,,,
MON,13010705809,2015-16,"KONJONG SCHOOL, MON TOWN",MON,DUMMY,MON TOWN,Nagaland,798621,,,,ChIJDeAsf8JfRzcR0-eXHMaCYPg,B,Locality,mon,Konjong School,"NamtolaMon Road, Nagaland 798621, India",,
MON,13010705811,2015-16,"HOLY CROSS SCHOOL, MON TOWN",MON,DUMMY,MON TOWN,Nagaland,798621,,,,ChIJrw68-sdfRzcRrzpjfqoyV3Y,B,Locality,mon,Holy cross high school,"Mon, Nagaland 798621, India",,
MON,13010705812,2015-16,"EDITH DOUGLAS SCHOOL, MON TOWN",MON,DUMMY,MON TOWN,Nagaland,798621,,,,ChIJJ5pOx9ZfRzcR62cqnsaDZa4,B,Locality,mon,Douglas school,"Mon, Nagaland 798621, India",,
MON,13010800603,2015-16,GPS WANCHING - B,WAKCHING,DUMMY,WANCHING,Nagaland,798621,,,,,,,,,,,
MON,13010401106,2015-16,"ST. JOHN SCHOOL, ABOI TOWN",ABOI,DUMMY,ABOI TOWN,Nagaland,798603,,,,ChIJYwn3ddFfRzcRDbjLcppeUtc,C,City,mon,"St. John School, Mon","Mon, Nagaland 798621, India",,
KOHIMA,13070400901,2015-16,GPS KASHANYU,TSEMINYU,DUMMY,KASHANYU,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070400902,2015-16,GHS KASHA,TSEMINYU,DUMMY,KASHANYU,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070401001,2015-16,GMS LOGWESUNYU,TSEMINYU,DUMMY,LOGWESUNYU,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070401101,2015-16,GMS RENGMAPANI,TSEMINYU,DUMMY,RENGMAPANI,Nagaland,797109,,,,,,,,,,,
PHEK,13080104101,2015-16,GPS LANEZHO,PHEK,DUMMY,LANEZHO,Nagaland,797108,,,,,,,,,,,
PHEK,13080401305,2015-16,A.G.SCHOOL CHOZUBA,CHOZUBA,DUMMY,CHOZUBA TOWN,Nagaland,797104,,,,,,,,,,,
PHEK,13080401306,2015-16,ST.XAVIER SCHOOL CHOZUBA TOWN,CHOZUBA,DUMMY,CHOZUBA TOWN,Nagaland,797104,,,,ChIJzcGH2SMsRjcR8n4CUR1J6pY,B,Locality,chozuba,St Xavier School,"Chakabama-Mokokchung Rd, Chozuba, Nagaland 797104, India",,
PHEK,13080401307,2015-16,GREENWOOD COTTAGE SCHOOL CHOZUBA,CHOZUBA,DUMMY,CHOZUBA TOWN,Nagaland,797104,,,,ChIJwYxFMiksRjcRgYRoDVOllt0,B,Locality,chozuba,"GreenWood Cottage English School, Chozuba","Chozuba, Nagaland 797104, India",,
PHEK,13080401401,2015-16,GPS. RUNGUZU (NEW),CHOZUBA,DUMMY,RUNGUZU NEW,Nagaland,797104,,,,,,,,,,,
PEREN,13110507005,2015-16,GHS 'B' JALUKIE,PEREN,DUMMY,'B' JALUKIE,Nagaland,797101,,,,,,,,,,,
PEREN,13110506601,2015-16,GMS JALUKIEKAM,PEREN,DUMMY,JALUKIEKAM,Nagaland,797110,,,,,,,,,,,
PEREN,13110507301,2015-16,GPS HENINGKUNGLWA    A,PEREN,DUMMY,HENINGKUNGLWA,Nagaland,797101,,,,,,,,,,,
PEREN,13110504902,2015-16,GHS POILWA,PEREN,DUMMY,POILWA,Nagaland,797101,,,,,,,,,,,
WOKHA,13050103801,2015-16,GPS YIKHUM 'A',WOKHA,CLU_ GPSYIKHUM A,YIKHUM ,Nagaland,797111,,,,,,,,,,,
WOKHA,13050103802,2015-16,GMS YIKHUM 'B',WOKHA,CLU_GPS YIKHUM B,YIKHUM ,Nagaland,797111,,,,,,,,,,,
WOKHA,13050104001,2015-16,GPS RIPHYIM 'A',WOKHA,CLU_GPS RIPHYIM A,RIPHYIM OLD,Nagaland,797111,,,,,,,,,,,
WOKHA,13050104002,2015-16,GMS RIPHYIM-B,WOKHA,CLU-GMS RIPHYIM OLD,RIPHYIM OLD,Nagaland,797111,,,,,,,,,,,
DIMAPUR,13060301802,2015-16,CHAKHRO BAPTIST MISSION SCHOOL,MEDZIPHEMA,MEDZIPHEMA,MEDZIPHEMA VILL,Nagaland,797106,,,,ChIJR_IIruUJRjcRXr_e7s_1Ybw,C,City,dimapur,Baptist Graduate School of Theology & Mission,"Full Nagarjan Rd, Electrical Colony, Full Nagarjan, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060303904,2015-16,AGAPE SCHOOL,MEDZIPHEMA,CHUMUKEDIMA TOWN,CHUMUKEDIMA TOWN,Nagaland,797103,,,,ChIJV0sg_3wIRjcRXGVFv8usCVc,B,Pincode,797103,Agape School,"Chumukeidma, Dimapur, Nagaland 797103, India",,
DIMAPUR,13060301703,2015-16,GPS TSIEPAMA BASA,MEDZIPHEMA,CHUMUKEDIMA TOWN,TSIEPAMA,Nagaland,797106,,,,,,,,,,,
DIMAPUR,13060301704,2015-16,GPS TSIEPAMA MODEL VILLAGE,MEDZIPHEMA,CHUMUKEDIMA TOWN,TSIEPAMA,Nagaland,797106,,,,,,,,,,,
KOHIMA,13070700704,2015-16,"MOUNT OLIVE COLLEGE, KOHIMA",KOHIMA URBAN,DUMMY,WARD 7 - DAKLANE WARD,Nagaland,797001,,,,ChIJwe07nqEhRjcRYelK5VBwUxA,B,Pincode,797001,Mt. Olive College,"Kohima, Nagaland 797001, India",,
KOHIMA,13070301803,2015-16,GHS RÜSOMA,CHIEPHOBOZOU,DUMMY,RÜSOMA VILLAGE,Nagaland,797003,,,,,,,,,,,
KOHIMA,13070301804,2015-16,ST. STEPHEN'S SCHOOL RÜSOMA,CHIEPHOBOZOU,DUMMY,RÜSOMA VILLAGE,Nagaland,797105,,,,,,,,,,,
KOHIMA,13070301901,2015-16,GPS TSIEMEKHUMA,CHIEPHOBOZOU,DUMMY,TSIEMEKHOUMA BAWE VILLAGE,Nagaland,797105,,,,,,,,,,,
MOKOKCHUNG,13030300404,2015-16,GPS MANGKOLONG,KOBULONG,DUMMY,MOPUNGCHUKET VILLAGE,Nagaland,798615,,,,,,,,,,,
MOKOKCHUNG,13030600902,2015-16,DELANO MEMORIAL SCHOOL,WATIYIM,DUMMY,PUNHEBOTO COMPOUND,Nagaland,798604,,,,,,,,,,,
ZUNHEBOTO,13040401601,2015-16,GMS L/SHEVISHE,AGHUNATO,AGHUNATO  CLUSTER,L/SHEVISHE,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040401801,2015-16,GPS LUKHUYI,AGHUNATO,AGHUNATO  CLUSTER,LUKHUYI,Nagaland,798620,,,,,,,,,,,
DIMAPUR,13060102105,2015-16,LITTLE DAFFODILS,DHANSIRIPAR,DHANSIRIPAR,DOYAPUR,Nagaland,797112,,,,ChIJdShimh76RTcRfNABRaAAA2E,A,VILLAGE_NAME,doyapur,Little Daffodils School Doyapur,"Doyapur Vill., Nagaland, India",,
DIMAPUR,13060300603,2015-16,ASSAM RIFLES HIGH SCHOOL,MEDZIPHEMA,MEDZIPHEMA,MEDZIPHEMA TOWN,Nagaland,797106,,,,ChIJX2JcFRsFRjcRJt_7tYR5H1A,A,Street Address,medziphema,Assam Rifles Public School (High),"Medziphema, 9, Assam Rifles C/O-99 Apo, Dimapur, Nagaland, Dimapur, Nagaland 797106, India",,
DIMAPUR,13060300604,2015-16,KING DAVID SCHOOL,MEDZIPHEMA,MEDZIPHEMA,MEDZIPHEMA TOWN,Nagaland,797106,,,,ChIJAQAAAAEFRjcRpZEMaR-syn0,A,Street Address,medziphema,king david school,"Medziphema, Nagaland, India",,
DIMAPUR,13060300605,2015-16,S F S HR SEC SCHOOL,MEDZIPHEMA,MEDZIPHEMA,MEDZIPHEMA TOWN,Nagaland,797106,,,,ChIJO72mXyAFRjcRfUtu5EdDACI,A,Street Address,medziphema,SFS Hr. Sec. School,"Medziphema, Nagaland 797106, India",,
DIMAPUR,13060200401,2015-16,GMS CHEKIYE ,KUSHIABILL,KHUSHIABILL,CHEKIYE,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060201301,2015-16,GPS ERALIBIL,KUSHIABILL,DIPHUPAR SUMI,ERALIBIL,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060304902,2015-16,MILLERS' MISSION HIGH SCHOOL,MEDZIPHEMA,CHUMUKEDIMA TOWN,SUGARMILL,Nagaland,797112,,,,ChIJn4-sSbQJRjcRabOkUFh_r8c,C,City,dimapur,Miller Mission School,"NH39, 5th Mile, Dimapur, Nagaland 797115, India",,
DIMAPUR,13060300304,2015-16,NAGALAND POLICE CENTRAL SCHOOL,MEDZIPHEMA,CHUMUKEDIMA TOWN,CHUMUKEDIMA,Nagaland,797103,,,,ChIJCynMCCoGRjcRP1cx-csk-oA,B,Pincode,797103,Nagaland Police Central Temple,"Chumukeidma, Dimapur, Nagaland 797103, India",,
MON,13010401203,2015-16,GPS CHINGLONG,ABOI,DUMMY,CHINGLONG,Nagaland,798603,,,,,,,,,,,
MON,13010401204,2015-16,GPS CHINGLONG - B,ABOI,DUMMY,CHINGLONG,Nagaland,798603,,,,,,,,,,,
MON,13010401301,2015-16,GPS LANGMEANG - A,ABOI,DUMMY,LANGMEANG,Nagaland,798603,,,,,,,,,,,
LONGLENG,13090602201,2015-16,GPS ALAYONG,LONGLENG,DUMMY,ALAYONG,Nagaland,798625,,,,,,,,,,,
KOHIMA,13070302301,2015-16,GMS VIPHOMA,CHIEPHOBOZOU,DUMMY,VIPHOMA VILLAGE,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070302601,2015-16,GPS DIHO BAWE ,CHIEPHOBOZOU,DUMMY,DIHO BAWE VILLAGE,Nagaland,797105,,,,,,,,,,,
KOHIMA,13070800107,2015-16,ST. ANDREW SCHOOL,SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,ChIJq6qq6mYfRjcRtFafkOHJKgM,B,Pincode,797002,"St. Andrew's School, Jotsoma","Jotsoma, Nagaland 797002, India",,
KOHIMA,13070800108,2015-16,ALDERVILLE SCHOOL,SECHU ZUBZA,NOT APPLICABLE,JOTSOMA VILLAGE,Nagaland,797002,,,,ChIJw6Lw2NkhRjcRuDCearDwZGI,B,Pincode,797002,Alderville School,"Kohima, Nagaland 797002, India",,
KOHIMA,13070300703,2015-16,SHINE MINISTRY SCHOOL,CHIEPHOBOZOU,DUMMY,SEIYHAMA VILLAGE,Nagaland,797001,,,,,,,,,,,
MOKOKCHUNG,13030300102,2015-16,GMS LONGPA,KOBULONG,DUMMY,LONGPA VILLAGE,Nagaland,798615,,,,,,,,,,,
MOKOKCHUNG,13030500101,2015-16,GPS ATSUNGJUMA,MANGKOLEMBA-II,DUMMY,CHANGKI VILLAGE,Nagaland,798601,,,,ChIJF2HAZCL-RjcRoajPY1hfO5M,B,Pincode,798601,Atsungjuma Primary School,"Changki, Nagaland 798601, India",,
MOKOKCHUNG,13030600102,2015-16,GHS TSURANGKONG,WATIYIM,DUMMY,WATIYIM VILLAGE,Nagaland,798604,,,,,,,,,,,
PHEK,13080200303,2015-16,GPS KOMUNO,PFUTSERO,DUMMY,KHEZHAKENO,Nagaland,797107,,,,,,,,,,,
PHEK,13080202704,2015-16,GPS CHIZAMI  NEW TOWN,PFUTSERO,DUMMY,CHIZAMI NEW TOWN,Nagaland,797102,,,,,,,,,,,
PHEK,13080300602,2015-16,GMS MATIKHRU,MELURI,DUMMY,MATIKHRU,Nagaland,797114,,,,,,,,,,,
PHEK,13080300702,2015-16,GMS NEW THEWATI,MELURI,DUMMY,NEW THEWATI,Nagaland,797114,,,,,,,,,,,
PHEK,13080301602,2015-16,GMS ZHIPU,MELURI,DUMMY,ZHIPU,Nagaland,797114,,,,,,,,,,,
PEREN,13110600801,2015-16,GPS TENING TOWN ,TENING,NSONG,TENING TOWN,Nagaland,797101,,,,,,,,,,,
ZUNHEBOTO,13040601703,2015-16,YEKAMU MEMORIAL SCHOOL ,PUGHOBOTO,PUGHOBOTO  CLUSTER,GHATHASHI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040601704,2015-16,GHS GHATHASHI,PUGHOBOTO,PUGHOBOTO  CLUSTER,GHATHASHI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040601005,2015-16,GHS PUGHOBOTO,PUGHOBOTO,PUGHOBOTO  CLUSTER,PUGHOBOTO,Nagaland,987620,,,,,,,,,,,
ZUNHEBOTO,13040400901,2015-16,GMS KELTOMI,AGHUNATO,AGHUNATO  CLUSTER,KELTOMI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040401001,2015-16,GMS KHETOI,AGHUNATO,AGHUNATO  CLUSTER,KHETOI,Nagaland,798620,,,,,,,,,,,
KOHIMA,13070300407,2015-16,DBS CHIECHAMA,CHIEPHOBOZOU,DUMMY,CHIECHAMA VILLAGE,Nagaland,797105,,,,,,,,,,,
KOHIMA,13070300501,2015-16,GPS NACHAMA,CHIEPHOBOZOU,DUMMY,NACHAMA VILLAGE,Nagaland,797105,,,,,,,,,,,
KOHIMA,13070300601,2015-16,GPS TEICHÜMA,CHIEPHOBOZOU,DUMMY,TEICHÜMA VILLAGE,Nagaland,797105,,,,,,,,,,,
KOHIMA,13070800801,2015-16,GPS KIRUPHE (PEDUCHA),SECHU ZUBZA,NOT APPLICABLE,KIRUPHE PEDUCHA VILLAGE,Nagaland,797126,,,,,,,,,,,
ZUNHEBOTO,13040102001,2015-16,GPS NATHA NEW,ZUNHEBOTO,ZUNHEBOTO CLUSTER,NATHA NEW,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040102101,2015-16,GMS NATHA OLD,ZUNHEBOTO,ZUNHEBOTO CLUSTER,NATHA OLD,Nagaland,798620,,,,ChIJWTQNxwe3RzcRI6AWE3_4BwI,B,Locality,zunheboto,GMS Old Town,"Old Town, Zunheboto, Zunheboto, Nagaland 798620, India",,
PEREN,13110501701,2015-16,GMS SAMJIURAM 'A',PEREN,DUMMY,SAMJIURAM,Nagaland,797110,,,,,,,,,,,
PEREN,13110500201,2015-16,GMS NKWAREU,PEREN,DUMMY,NKWAREU,Nagaland,797110,,,,,,,,,,,
DIMAPUR,13060100501,2015-16,GPS DANIEL HOLLOHON,DHANSIRIPAR,DHANSIRIPAR,DANIEL HOLLOHON,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060100701,2015-16,GPS TOSHEZU,DHANSIRIPAR,DHANSIRIPAR,TOSHEZU,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060303911,2015-16,GMS CHUMUKEDIMA TOWN ,MEDZIPHEMA,CHUMUKEDIMA TOWN,CHUMUKEDIMA TOWN,Nagaland,797103,,,,ChIJ-U3fOoIIRjcRtekp3t-xGpM,B,Pincode,797103,Chumukedima Town Baptist Church,"Dimapur,, Chumukeidma, Dimapur, Nagaland 797103, India",,
DIMAPUR,13060303202,2015-16,CHRISTIAN SCHOOL,MEDZIPHEMA,MEDZIPHEMA,MOLVOM,Nagaland,797106,,,,ChIJ8_mlR43hRTcRt7Nc4ymlxyo,C,City,dimapur,Christian Higher Secondary School,"Church Rd, N.S.T. Colony, Dimapur, Nagaland 797112, India",,
MOKOKCHUNG,13030504002,2015-16,GHS LIRMEN,MANGKOLEMBA-II,DUMMY,LIRMEN VILLAGE,Nagaland,798604,,,,,,,,,,,
MOKOKCHUNG,13030500401,2015-16,GPS IMRONGMEN,MANGKOLEMBA-II,DUMMY,KHAR VILLAGE,Nagaland,798604,,,,,,,,,,,
MOKOKCHUNG,13030503603,2015-16,GMS AONOKPU,MANGKOLEMBA-II,DUMMY,AONOKPU VILLAGE,Nagaland,798604,,,,,,,,,,,
MOKOKCHUNG,13030503803,2015-16,GMS NOKPU,MANGKOLEMBA-II,DUMMY,NOKPU VILLAGE,Nagaland,798604,,,,ChIJ_1k3GIsbRzcR3BrwCEJ2Uqo,B,Pincode,798604,Nokpu,"Mokokchung, Nagaland 798604, India",,
DIMAPUR,13060201502,2015-16,LITTLE ANGELS' SCHOOL,KUSHIABILL,DIPHUPAR SUMI,THILIXU,Nagaland,201502,,,,ChIJYS_TDuwJRjcRQ_v0aGOr7Tw,C,City,dimapur,Little Angels School,"3rd Mile, Dimapur, Nagaland 797115, India",,
DIMAPUR,13060201802,2015-16,LAMPSTAND SCHOOL,KUSHIABILL,KHAGHABOTO,TOLUVI,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060204501,2015-16,ST CLARE HR. SEC. SCHOOL,KUSHIABILL,KHAGHABOTO,KACHARIGAON,Nagaland,797112,,,,ChIJj7qPUtrjRTcR188guuegS4I,A,VILLAGE_NAME,kacharigaon,St.Clare Higher Secondary School,"Kacharigaon, Dimapur, Nagaland 782480, India",,
DIMAPUR,13060202003,2015-16,EASTERN ACADEMY HR. SEC. SCHOOL,KUSHIABILL,KHAGHABOTO,DIPHUPAR,Nagaland,797112,,,,ChIJKSBhFZYJRjcRdWUjTJmg10Q,C,City,dimapur,Eastern Academy Hr. Sec. School,"3rd Mile, Dimapur, Nagaland 797115, India",,
KOHIMA,13070101701,2015-16,GPS CHEDE MODEL,L .KHEL KOHIMA,DUMMY,CHEDE MODEL,Nagaland,797001,,,,,,,,,,,
KOHIMA,13070100101,2015-16,GMS D KHEL,L .KHEL KOHIMA,DUMMY,D. KHEL KOHIMA VILLAGE,Nagaland,797003,,,,ChIJB2WlHgshRjcRbRDCcVNCexk,C,City,kohima,D Khel,"Unnamed Road, Kohima,, Kitsubozou Colony, Kohima, Nagaland 797001, India",,
KOHIMA,13070201201,2015-16,GPS KIDIMA A,VISWEMA,DUMMY,KEDIMA VILLAGE,Nagaland,797127,,,,,,,,,,,
KOHIMA,13070201202,2015-16,GPS KIDIMA B,VISWEMA,DUMMY,KEDIMA VILLAGE,Nagaland,797127,,,,,,,,,,,
ZUNHEBOTO,13040600401,2015-16,GPS KHUGHUTOMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,KUGHUTOMI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040601401,2015-16,GPS LAZAMI LAZAKITO,PUGHOBOTO,PUGHOBOTO  CLUSTER,LAZAMI LAZAKITO,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040600501,2015-16,GMS CHISHOLIMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,CHISHOLIMI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040600601,2015-16,GMS CHISHILIMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,CHISHILIMI,Nagaland,798620,,,,,,,,,,,
ZUNHEBOTO,13040600701,2015-16,GMS HEBOLIMI,PUGHOBOTO,PUGHOBOTO  CLUSTER,HEBOLIMI,Nagaland,798620,,,,,,,,,,,
DIMAPUR,13060201604,2015-16,GMS DIPHUPAR SUMI ,KUSHIABILL,DIPHUPAR SUMI,DIPHUPAR,Nagaland,797115,,,,,,,,,,,
DIMAPUR,13060400803,2015-16,GMS KUHOXU ,NUILAND,NIULAND,KUHOXU,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060402604,2015-16,SHEPHERD MONTESSORI SCHOOL,NUILAND,NIHOKHU,KUHUBOTO,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060403302,2015-16,GMS TOKUGHA  ,NUILAND,NIHOKHU,TOKUGHA,Nagaland,797112,,,,,,,,,,,
KIPHIRE,13100800802,2015-16,GMS PURRUR,KIPHERE,DUMMY,PURUR,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100801401,2015-16,GMS INSIKUR,KIPHERE,DUMMY,INSIKUR,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100800110,2015-16,ELBETH SCHOOL,KIPHERE,DUMMY,KIPHIRE TOWN,Nagaland,798611,,,,,,,,,,,
KIPHIRE,13100803302,2015-16,GPS AMAHATOR VILLAGE 'B',KIPHERE,DUMMY,AMAHATOR,Nagaland,798611,,,,,,,,,,,
MOKOKCHUNG,13030601006,2015-16,GMS LONGPHAYIMSEN,WATIYIM,DUMMY,LONGPHAYIMSEN,Nagaland,798604,,,,,,,,,,,
MOKOKCHUNG,13030601301,2015-16,GPS AKUHAIKA,WATIYIM,DUMMY,AKUHAIKA VILLAGE,Nagaland,798604,,,,,,,,,,,
MOKOKCHUNG,13030601401,2015-16,GPS AGHAUTITO,WATIYIM,DUMMY,AGHAUTITO VILLAGE,Nagaland,798604,,,,,,,,,,,
WOKHA,13050301701,2015-16,GPS AKUK NEW,BHANDARI,DUMMY,AKUK NEW,Nagaland,797111,,,,,,,,,,,
DIMAPUR,13060502301,2015-16,ASSISI HR. SEC. SCHOOL,DIMAPUR URBAN,DIMAPUR,LAKE VIEW COLONY,Nagaland,797112,,,,ChIJdzLz5-rhRTcRJle91Gm_woU,A,Street Address,dimapur,Assisi School,"Lake View Colony, Khermahal, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060502005,2015-16,CAMBRIDGE SCHOOL,DIMAPUR URBAN,DIMAPUR,LINRIJAN,Nagaland,797112,,,,ChIJq1BwvHnhRTcRBMrrJCpjlCA,A,Street Address,dimapur,Cambridge School,"Lengrijan Rd, Lengrijan, Dimapur, Nagaland 797113, India",,
DIMAPUR,13060501714,2015-16,PRANAB VIDYAPITH HR.SEC. SCHOOL,DIMAPUR URBAN,DIMAPUR,CHURCH ROAD DIMAPUR,Nagaland,797112,,,,ChIJe-w7avThRTcRuRuAwIpHd3I,A,Street Address,dimapur,Pranab Vidyapith Higher Secondary School,"Railway Colony, Dimapur, Nagaland 797112, India",,
DIMAPUR,13060502402,2015-16,BETHESDA HR. SEC. SCHOOL,DIMAPUR URBAN,DIMAPUR,WALFORD,Nagaland,797112,,,,ChIJcyvg4fzhRTcRGe_i5MLpn9o,A,Street Address,dimapur,Bethesda Higher Secondary School,"Walford Colony, Dimapur, Nagaland 797117, India",,
DIMAPUR,13060203701,2015-16,GPS DIPHUPAR RONGMEI,KUSHIABILL,DIPHUPAR SUMI,DIPHUPAR,Nagaland,797112,,,,ChIJO59a27wJRjcRyq2z57-6NQg,A,VILLAGE_NAME,diphupar,Rongmei Catholic Church,"Diphupar, 4th Mile, Dimapur, Nagaland 797115, India",,
DIMAPUR,13060201103,2015-16,GMS PURANA BAZAR 'A' ,KUSHIABILL,KHUSHIABILL,PURANA BAZAR A,Nagaland,797112,,,,ChIJjckspwMKRjcRRYzJu6Wvw9I,C,City,dimapur,ICICI Bank Purana Bazar,"Dimapur, Nagaland, India",,
DIMAPUR,13060206202,2015-16,GMS AO YIMTI ,KUSHIABILL,KHUSHIABILL,AO YIMTI,Nagaland,797115,,,,,,,,,,,
DIMAPUR,13060301004,2015-16,ST ANTONY SCHOOL TENYIPHE 1,MEDZIPHEMA,CHUMUKEDIMA TOWN,TENIPHE-1,Nagaland,797103,,,,ChIJeydUw0UIRjcR31f_tpuKDY8,C,City,dimapur,St. Anthony High School,"Dimapur, Nagaland, India",,
DIMAPUR,13060102702,2015-16,GMS RAZAPHE ,DHANSIRIPAR,SINGRIJAN,RAZHAPHE,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060101603,2015-16,GMS MURISE ,DHANSIRIPAR,SINGRIJAN,MURISE,Nagaland,797112,,,,,,,,,,,
DIMAPUR,13060102204,2015-16,GMS BADE  ,DHANSIRIPAR,SINGRIJAN,BADE,Nagaland,797112,,,,,,,,,,,
MON,13010401107,2015-16,"ABOI PUBLIC SCHOOL, ABOI TOWN",ABOI,DUMMY,ABOI TOWN,Nagaland,798603,,,,,,,,,,,
MON,13010401108,2015-16,GPS ABOI TOWN  - B,ABOI,DUMMY,ABOI TOWN,Nagaland,798603,,,,,,,,,,,
MON,13010401110,2015-16,GPS ABOI TOWN  - D,ABOI,DUMMY,ABOI TOWN,Nagaland,798603,,,,,,,,,,,
MON,13010401201,2015-16,GMS CHINGLONG,ABOI,DUMMY,CHINGLONG,Nagaland,798603,,,,,,,,,,,
KOHIMA,13070401102,2015-16,OXFORD SCHOOL RENGMAPANI,TSEMINYU,DUMMY,RENGMAPANI,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070401201,2015-16,GPS GUKHANYU,TSEMINYU,DUMMY,GUKHANYU,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070401502,2015-16,GMS TSEMINYU VILLAGE,TSEMINYU,DUMMY,TSEMINYU VILLAGE,Nagaland,797109,,,,,,,,,,,
KOHIMA,13070401503,2015-16,D.B.S. TSEMINYU,TSEMINYU,DUMMY,TSEMINYU VILLAGE,Nagaland,797109,,,,,,,,,,,
PHEK,13080401402,2015-16,GMS RUNGUZU NASA,CHOZUBA,DUMMY,RUNGUZU NEW,Nagaland,797107,,,,,,,,,,,
PHEK,13080401502,2015-16,GHS PHUGI,CHOZUBA,DUMMY,PHUHGI,Nagaland,797104,,,,,,,,,,,
PHEK,13080401601,2015-16,GHS. CHOZUBA VILLAGE (JAPAN),CHOZUBA,DUMMY,CHOZUBA VILLAGE,Nagaland,797104,,,,,,,,,,,
PHEK,13080401602,2015-16,GPS. CHOZUBA VILLAGE 'A',CHOZUBA,DUMMY,CHOZUBA VILLAGE,Nagaland,797104,,,,,,,,,,,
PEREN,13110500308,2015-16,ST.XAVIER HR.SEC SCHOOL,PEREN,DUMMY,JALUKIE TOWN,Nagaland,797110,,,,ChIJk5ie7jf_RTcRBafyNqT8Nps,B,Pincode,797110,St. Xavier's Higher Secondary School,"Jalukie Hq, Nagaland 797110, India",,
PEREN,13110500304,2015-16,IBAUNG THOU MEMORIAL SCHOOL JA,PEREN,DUMMY,JALUKIE TOWN,Nagaland,797110,,,,,,,,,,,
PEREN,13110504404,2015-16,ALL SAINTS SCHOOL PEREN,PEREN,DUMMY,PEREN TOWN,Nagaland,797101,,,,ChIJ5Q4OtzICRjcRnHvm4YLxR9w,B,Locality,peren,Sainik School Punglwa,"Punglwa BPO, Medziphema SO, ICAR to Bungsang Village, Dist. Peren, Dimapur, Nagaland 797106, India",,
WOKHA,13050104003,2015-16,DON BOSCO SCHOOL,WOKHA,CLU_GPS RIPHYIM A,RIPHYIM OLD,Nagaland,797111,,,,ChIJ____zxVPRjcRY-pOQXp6a1c,B,Locality,wokha,Don Bosco Higher Secondary School,"Orchid Colony, Wokha, Nagaland, India",,
WOKHA,13050104501,2015-16,GPS RIPHYIM NEW,WOKHA,CLU_ GPS RIPHYIM NEW,RIPHYIM NEW,Nagaland,797111,,,,,,,,,,,
WOKHA,13050104601,2015-16,GMS SELUKU,WOKHA,CLU_GPS SELUKU,SELUKU ,Nagaland,797111,,,,,,,,,,,
